item_name,part_no,barcode,cp,sp,qty,img_path,desc1,desc2,desc3,group0,group1,godown0,godown1,category0,category1
SS-ER-BC-GP,,834,5.952,39,1,E:\MASTERS\3084.JPG,BLUE CHALCE EARRING,,,SILVER JEWELLERY,SS EARRINGS,KENT,DTF1-AC.FRAME2=36,DW,3084-DW-ER
SS-RI ST PN CH NK-BC-SI,,835,4.725,40,1,E:\MASTERS\4490.JPG,BLUE CHALCE RING STONE PN,ON CHAIN NK,,SILVER JEWELLERY,SS NECKLACES,KENT,BILLY1=51,TT,4490-TT-NK
SS-RI ST PN CH NK-BC-SI,,836,4.725,40,3,E:\MASTERS\4490.JPG,BLUE CHALCE RING STONE PN,ON CHAIN NK,,SILVER JEWELLERY,SS NECKLACES,STRATFORD,WH-BOX7=397,TT,4490-TT-NK
"SS-2LN BR-BC,Am,PC,GA,Pr-SI-18cm",,837,11.194,85,1,E:\MASTERS\2413.JPG,MULTISTONE BCH/AM/PCH/GRAM,PREH 2 LINE BR,,SILVER JEWELLERY,SS BRACELETS,KENT,BILLY1=51,TT,2413-TT-BR
"SS-2LN BR-BC,Am,PC,GA,Pr-SI-18cm",,838,11.194,85,2,E:\MASTERS\2413.JPG,MULTISTONE BCH/AM/PCH/GRAM,PREH 2 LINE BR,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX4A=303,TT,2413-TT-BR
"AL-SQ ER-BC,Cz-GP",,839,24.858,125,1,E:\MASTERS\3213.JPG,BLUE CHALCE/ CZ SQUARE ER,,,ALLOY JEWELLERY,ALLOY EARRINGS,KENT,BESTA=39,SH,3213-SH-ER
"AL-SQ ER-BC,Cz-GP",,840,24.858,125,1,E:\MASTERS\3213.JPG,BLUE CHALCE/ CZ SQUARE ER,,,ALLOY JEWELLERY,ALLOY EARRINGS,STRATFORD,WH-BOX5=87,SH,3213-SH-ER
"SS-ER-BC,WP-GP",,841,5.412,33,2,E:\MASTERS\2813.JPG,BLUE CHALCE/ PEARL ER,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4B=127,DW,2813-DW-ER
SS-HK ER-BO-SI,,842,5.024,40,1,E:\MASTERS\2226.JPG,BL ONYX ERS WITH HOOKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,SLIM1=92,TT,2226-TT-ER
SS-HK ER-BO-SI,,843,5.024,40,1,E:\MASTERS\2226.JPG,BL ONYX ERS WITH HOOKS,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4A=303,TT,2226-TT-ER
SS-HK ER-BO-SI,,844,5.674,35,1,E:\MASTERS\2346.JPG,BL ONYX ERS WITH HOOKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKBL=45,TT,2346-TT-ER
SS-HK ER-BO-SI,,845,5.674,35,3,E:\MASTERS\2346.JPG,BL ONYX ERS WITH HOOKS,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4A=303,TT,2346-TT-ER
SS-TILT HRT PN-BO-SI,,846,2.14,15,1,E:\MASTERS\2376.JPG,BLACK ONYX TILTED HEART PN,,,SILVER JEWELLERY,SS PENDANTS,KENT,KENT,TT,2376-TT-PN
SS-TILT HRT PN-BO-SI,,847,2.14,15,3,E:\MASTERS\2376.JPG,BLACK ONYX TILTED HEART PN,,,SILVER JEWELLERY,SS PENDANTS,STRATFORD,WH-BOX4A=303,TT,2376-TT-PN
SS-MB BIG ST BR-BO-GP-8i,,848,4.604,38,2,E:\MASTERS\2631.JPG,BL ONYX MB BIG STONE BR,,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX4A=303,TT,2631-TT-BR
SS-MB BIG ST BR-BO-SI,,849,4.194,35,2,E:\MASTERS\2631.JPG,BL ONYX MB BIG STONE BR,,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX4A=303,TT,2631-TT-BR
SS-THR BR-BO-GP,,850,4.117,28,1,E:\MASTERS\2641.JPG,BL ONYX DORI BRACELET,,,SILVER JEWELLERY,SS BRACELETS,KENT,DTF4=35,TT,2641-TT-BR
SS-THR BR-BO-GP,,851,4.117,28,7,E:\MASTERS\2641.JPG,BL ONYX DORI BRACELET,,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX4A=303,TT,2641-TT-BR
SS-3LN CH NK-BO-GP-18i,,852,11.768,110,1,E:\MASTERS\2721.JPG,BL ONYX 3 LINE CHAIN NK,,,SILVER JEWELLERY,SS NECKLACES,STRATFORD,WH-BOX4A=303,TT,2721-TT-NK
SS-3LN CH NK-BO-SI-18i,,853,10.535,105,1,E:\MASTERS\2721.JPG,BL ONYX 3 LINE CHAIN NK,,,SILVER JEWELLERY,SS NECKLACES,KENT,DRAWERS,TT,2721-TT-NK
SS-1LN CH NK-BO-GP-19.5i,,854,4.117,38,1,E:\MASTERS\4524.JPG,BL ONYX ONE LINE CHAIN NK,,,SILVER JEWELLERY,SS NECKLACES,STRATFORD,WH-BOX4A=303,TT,4524-TT-NK
SS-ER-BO-GP,,855,5.412,38,1,E:\MASTERS\2826.JPG,BLACK ONYX EARRING,,,SILVER JEWELLERY,SS EARRINGS,KENT,DRAWERS,DW,2826-DW-ER
SS-ER-BO-GP,,856,5.412,38,2,E:\MASTERS\2826.JPG,BLACK ONYX EARRING,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4B=127,DW,2826-DW-ER
SS-E.CUFS-BO-SI,,857,15.143,72,2,E:\MASTERS\2928.JPG,BLACK ONYX EAR CUFFS,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4B=127,DW,2928-DW-ER
SS-ER-BO-SI,,858,4.331,25,1,E:\MASTERS\3019.JPG,BLACK ONYX EARRING,,,SILVER JEWELLERY,SS EARRINGS,KENT,AC.FRAME1=62,DW,3019-DW-ER
SS-ER-BO-SI,,859,4.331,25,1,E:\MASTERS\3019.JPG,BLACK ONYX EARRING,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4B=127,DW,3019-DW-ER
SS-ER-BO-GP,,860,3.24,17,1,E:\MASTERS\3031.JPG,BLACK ONYX  EARRING,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKW=45,DW,3031-DW-ER
SS-ER-BO-GP,,861,12.983,56,1,E:\MASTERS\3043.JPG,BLACK ONYX EARRING,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4B=127,DW,3043-DW-ER
SS-RI-BO-SI,,862,7.032,40,1,E:\MASTERS\3123.JPG,BLACK ONYX RING,,,SILVER JEWELLERY,SS RINGS,KENT,WDISP=127,DW,3123-DW-RI
"SS-CH NK-BO,Lb-GP-19i",,863,10.784,53,1,E:\MASTERS\2493.JPG,BL ONYX/ LAB STONE CHAIN NK,,,SILVER JEWELLERY,SS NECKLACES,KENT,KENT,TT,2493-TT-NK
"SS-BD BR-BO,Tq-SI-7i",,864,5.557,22,1,E:\MASTERS\1246.JPG,BLACK ONYX/ TURQUOISE,BEAD BR,,SILVER JEWELLERY,SS BRACELETS,KENT,DTF4=35,KAR,1246-KAR-BR
"SS-BD BR-BO,Tq-SI-7i",,865,5.557,22,1,E:\MASTERS\1246.JPG,BLACK ONYX/ TURQUOISE,BEAD BR,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX4=458,KAR,1246-KAR-BR
SS-MB HRT NK-BR-SI-18i,,866,4.527,40,4,E:\MASTERS\2504.JPG,BLACK RUTILE MB BADAM NK,,,SILVER JEWELLERY,SS NECKLACES,STRATFORD,WH-BOX4A=303,TT,2504-TT-NK
SS-ER-BR-GP,,867,11.363,49,1,E:\MASTERS\2923.JPG,BLACK RUTILE EARRING,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKW=45,DW,2923-DW-ER
SS-ER-BR-GP,,868,11.363,49,1,E:\MASTERS\2923.JPG,BLACK RUTILE EARRING,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4B=127,DW,2923-DW-ER
SS-ER-BR-GP,,869,11.363,49,1,E:\MASTERS\2923.JPG,BLACK RUTILE EARRING,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-NONUMBER=43,DW,2923-DW-ER
"SS-PN-BR,Ct,WP,Lb-SI",,870,4.938,54,2,E:\MASTERS\2354.JPG,BL RUT/CIT/PRL/LAB PENDANT,,,SILVER JEWELLERY,SS PENDANTS,STRATFORD,WH-BOX4A=303,TT,2354-TT-PN
"SS-NK-BR,Tm-GP",,871,43.27,180,1,E:\MASTERS\3007.JPG,BLACK RUTILE/ TOURMALINE NK,,,SILVER JEWELLERY,SS NECKLACES,KENT,BILLY2=23,DW,3007-DW-NK
"SS-NK-BR,Tm-GP",,872,43.27,180,2,E:\MASTERS\3007.JPG,BLACK RUTILE/ TOURMALINE NK,,,SILVER JEWELLERY,SS NECKLACES,STRATFORD,WH-BOX4B=127,DW,3007-DW-NK
SS-HK ER-BT-SI,,873,15.551,82,1,E:\MASTERS\2301.JPG,BL TOPAZ ERS WITH HOOKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKBL=45,TT,2301-TT-ER
SS-HK ER-BT-SI,,874,15.551,82,1,E:\MASTERS\2301.JPG,BL TOPAZ ERS WITH HOOKS,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4A=303,TT,2301-TT-ER
SS-3LN CH NK-BT-SI-18i,,875,10.535,105,1,E:\MASTERS\2721.JPG,BT 3 LINE STONE CHAIN NK,,,SILVER JEWELLERY,SS NECKLACES,STRATFORD,WH-BOX4A=303,TT,2721-TT-NK
SS-1LN CH NK-BT-GP-19.5i,,876,4.117,38,1,E:\MASTERS\4524.JPG,BT ONE LINE STONE CHAIN NK,,,SILVER JEWELLERY,SS NECKLACES,STRATFORD,WH-BOX4A=303,TT,4524-TT-NK
"SS-TALPE NK-BT,RMS-GP-40i",,877,29.629,160,1,E:\MASTERS\2465.JPG,BT/ RMS  TALPE NECKLACE,,,SILVER JEWELLERY,SS NECKLACES,KENT,BILLY2=23,TT,2465-TT-NK
SS-GREY THR BR-BZ-SI,,878,8.285,33,1,E:\MASTERS\1965.JPG,BLACK CZ GREY THREAD BR,,,SILVER JEWELLERY,SS BRACELETS,KENT,DTF4=35,KAR,1965-KAR-BR
SS-BD B THR BR-Bam-SI,,879,3.618,15,1,E:\MASTERS\1891.JPG,BAMBOO CORAL BEADS BLACK,THREAD BR,,SILVER JEWELLERY,SS BRACELETS,KENT,DTF6=90,KAR,1891-KAR-BR
SS-BD B THR BR-Bam-SI,,880,3.618,15,2,E:\MASTERS\1891.JPG,BAMBOO CORAL BEADS BLACK,THREAD BR,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX4=458,KAR,1891-KAR-BR
SS-CONCIRC DP-BlAp-3T,,881,6.171,33,1,E:\MASTERS\2255.JPG,BLUE APATITE CONCENTRIC,CIRCLE WITH STONE DROP,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKCO=44,TT,2255-TT-ER
SS-CONCIRC DP-BlAp-3T,,882,6.171,33,1,E:\MASTERS\2255.JPG,BLUE APATITE CONCENTRIC,CIRCLE WITH STONE DROP,,SILVER JEWELLERY,SS EARRINGS,KENT,SLIM1=92,TT,2255-TT-ER
SS-CONCIRC DP-BlAp-3T,,883,6.171,33,1,E:\MASTERS\2255.JPG,BLUE APATITE CONCENTRIC,CIRCLE WITH STONE DROP,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4A=303,TT,2255-TT-ER
SS-3LN CH NK-BlAp-GP-18i,,884,11.768,110,1,E:\MASTERS\2721.JPG,BL AP 3 LINE STONE CHAIN,NK,,SILVER JEWELLERY,SS NECKLACES,STRATFORD,WH-BOX4A=303,TT,2721-TT-NK
SS-ER-BlZ-GP,,885,4.331,28,1,E:\MASTERS\2780.JPG,BLACK ZIRCON  EARRING,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4B=127,DW,2780-DW-ER
SS-ER-BlZ-SI,,886,3.791,26,1,E:\MASTERS\2780.JPG,BLACK ZIRCON  EARRING,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKCO=44,DW,2780-DW-ER
SS-ELAS BR-CREAMSTONE-SI-2mm,,887,4.59,25,1,E:\MASTERS\533.JPG,CREAM STONE ELASTIC BR,,,SILVER JEWELLERY,SS BRACELETS,KENT,BILLY1=51,ST,533-ST-BR
SS-ELAS BR-CREAMSTONE-SI-2mm,,888,4.59,25,3,E:\MASTERS\533.JPG,CREAM STONE ELASTIC BR,,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX2=42,ST,533-ST-BR
SS-ELAS BR-CREAMSTONE-SI-2mm,,889,4.59,25,6,E:\MASTERS\533.JPG,CREAM STONE ELASTIC BR,,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX2=68,ST,533-ST-BR
SS-ANK-Cr-SI-9i,,890,3.494,14,1,E:\MASTERS\1236.JPG,CARNELIAN ANKLET,,,SILVER JEWELLERY,SS ANKLETS,KENT,BILLY1=51,KAR,1236-KAR-ANK
SS-ANK-Cr-SI-9i,,891,3.494,14,2,E:\MASTERS\1236.JPG,CARNELIAN ANKLET,,,SILVER JEWELLERY,SS ANKLETS,STRATFORD,WH-BOX4=458,KAR,1236-KAR-ANK
SS-BD BR-Cr-SI-7i,,892,4.25,17,2,E:\MASTERS\1243.JPG,CARNELIAN BEAD BRACELET,,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX4=458,KAR,1243-KAR-BR
SS-HK ER-Cr-GP,,893,5.76,44,1,E:\MASTERS\2226.JPG,CARNELIAN ERS WITH HOOKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,DRAWERS,TT,2226-TT-ER
SS-MB SML ST BR-Cr-GP-8.25i,,894,3.209,29,1,E:\MASTERS\2584.JPG,CARNELIAN MB SMALL STONE,BR,,SILVER JEWELLERY,SS BRACELETS,KENT,DRAWERS,TT,2584-TT-BR
SS-MB SML ST BR-Cr-GP-8.25i,,895,3.209,29,1,E:\MASTERS\2584.JPG,CARNELIAN MB SMALL STONE,BR,,SILVER JEWELLERY,SS BRACELETS,KENT,KENT,TT,2584-TT-BR
SS-MB SML ST BR-Cr-GP-8.25i,,896,3.209,29,2,E:\MASTERS\2584.JPG,CARNELIAN MB SMALL STONE,BR,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX4A=303,TT,2584-TT-BR
SS-MB SML ST BR-Cr-SI,,897,2.961,27,1,E:\MASTERS\2584.JPG,CARNELIAN MB SMALL STONE,BR,,SILVER JEWELLERY,SS BRACELETS,KENT,DRAWERS,TT,2584-TT-BR
SS-MB SML ST BR-Cr-SI,,898,2.961,27,9,E:\MASTERS\2584.JPG,CARNELIAN MB SMALL STONE,BR,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX4A=303,TT,2584-TT-BR
SS-THR BR-Cr-GP,,899,4.117,28,1,E:\MASTERS\2641.JPG,CARNELIAN DORI BRACELET,,,SILVER JEWELLERY,SS BRACELETS,KENT,DTF4=35,TT,2641-TT-BR
SS-THR BR-Cr-GP,,900,4.117,28,4,E:\MASTERS\2641.JPG,CARNELIAN DORI BRACELET,,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX4A=303,TT,2641-TT-BR
SS-ER-Cr-GP,,901,5.952,39,1,E:\MASTERS\3084.JPG,CARNELIAN EARRING,,,SILVER JEWELLERY,SS EARRINGS,KENT,AC.FRAME1=62,DW,3084-DW-ER
SS-ER-Cr-GP,,902,5.952,39,1,E:\MASTERS\3084.JPG,CARNELIAN EARRING,,,SILVER JEWELLERY,SS EARRINGS,KENT,DTF1-AC.FRAME2=36,DW,3084-DW-ER
SS-ER-Cr-GP,,903,5.952,39,1,E:\MASTERS\3084.JPG,CARNELIAN EARRING,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4B=127,DW,3084-DW-ER
"SS-STDS-Cr,Dia-GP",,904,21.396,120,1,E:\MASTERS\2536.JPG,CARNELIAN ROSE CUT DIAMOND,STUDS,,SILVER JEWELLERY,SS EARRINGS,KENT,BILLY2=23,TT,2536-TT-ER
"SS-STDS-Cr,Dia-GP",,905,21.396,120,2,E:\MASTERS\2536.JPG,CARNELIAN ROSE CUT DIAMOND,STUDS,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4A=303,TT,2536-TT-ER
"SS-RI-Cr,XtPo-OX",,906,12.983,74,1,E:\MASTERS\3136.JPG,CARNELIAN/ CRYSTAL POLKI,RING,,SILVER JEWELLERY,SS RINGS,KENT,WDISP=127,DW,3136-DW-RI
"SS-RI-Cr,XtPo-OX",,907,12.983,74,1,E:\MASTERS\3136.JPG,CARNELIAN/ CRYSTAL POLKI,RING,,SILVER JEWELLERY,SS RINGS,STRATFORD,WH-BOX4B=127,DW,3136-DW-RI
SS-TW BAN-Crvd GO-SI,,908,59.65,230,1,E:\MASTERS\3276.JPG,CARVED GREEN ONYX TWISTED,ROPE BAN,,SILVER JEWELLERY,SS BANGLES,KENT,BESTA=39,SH,3276-SH-BAN
SS-STD ER-CryO-GP,,909,17.647,88,1,E:\MASTERS\2297.JPG,CHRYSO ONYX ERS WITH POST,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4A=303,TT,2297-TT-ER
SS-THR BR-CryO-GP,,910,4.117,28,1,E:\MASTERS\2641.JPG,CHRYSO ONYX DORI BRACELET,,,SILVER JEWELLERY,SS BRACELETS,KENT,DTF4=35,TT,2641-TT-BR
SS-THR BR-CryO-GP,,911,4.117,28,9,E:\MASTERS\2641.JPG,CHRYSO ONYX DORI BRACELET,,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX4A=303,TT,2641-TT-BR
SS-RI-Ct-SI,,912,3.783,38,1,E:\MASTERS\2180.JPG,CITRINE RING,,,SILVER JEWELLERY,SS RINGS,KENT,DTF6=90,TT,2180-TT-RI
SS-RI-Ct-SI-56,,913,4.117,35,1,E:\MASTERS\2182.JPG,CITRINE RING,,,SILVER JEWELLERY,SS RINGS,KENT,WDISP=127,TT,2182-TT-RI
SS-RI-Ct-SI-54,,914,5.101,40,1,E:\MASTERS\2196.JPG,CITRINE RING,,,SILVER JEWELLERY,SS RINGS,KENT,WDISP=127,TT,2196-TT-RI
SS-RI-Ct-SI-54,,915,5.101,40,1,E:\MASTERS\2196.JPG,CITRINE RING,,,SILVER JEWELLERY,SS RINGS,STRATFORD,WH-BOX4A=303,TT,2196-TT-RI
SS-RI-Ct-SI-58,,916,5.101,40,1,E:\MASTERS\2196.JPG,CITRINE RING,,,SILVER JEWELLERY,SS RINGS,KENT,WDISP=127,TT,2196-TT-RI
SS-RI-Ct-SI-58,,917,4.604,35,1,E:\MASTERS\2220.JPG,CITRINE RING,,,SILVER JEWELLERY,SS RINGS,KENT,WDISP=127,TT,2220-TT-RI
SS-HK ER-Ct-GP,,918,5.76,44,1,E:\MASTERS\2226.JPG,CITRINE ERS WITH HOOKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKW=45,TT,2226-TT-ER
SS-HK ER-Ct-GP,,919,5.76,44,1,E:\MASTERS\2226.JPG,CITRINE ERS WITH HOOKS,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4A=303,TT,2226-TT-ER
SS-HK ER-Ct-SI,,920,15.551,82,1,E:\MASTERS\2301.JPG,CITRINE ERS WITH HOOKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,SLIM2=70,TT,2301-TT-ER
SS-HK ER-Ct-SI,,921,7.934,44,1,E:\MASTERS\2318.JPG,CITRINE ERS WITH HOOKS,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4A=303,TT,2318-TT-ER
SS-PN-Ct-SI,,922,4.117,25,1,E:\MASTERS\2358.JPG,CITRINE PENDANT,,,SILVER JEWELLERY,SS PENDANTS,STRATFORD,WH-NONUMBER=43,TT,2358-TT-PN
SS-PN-Ct-SI,,923,2.302,16,1,E:\MASTERS\2368.JPG,CITRINE PENDANT,,,SILVER JEWELLERY,SS PENDANTS,STRATFORD,WH-BOX4A=303,TT,2368-TT-PN
SS-PN-Ct-SI,,924,6.333,36,1,E:\MASTERS\2383.JPG,CITRINE PENDANT,,,SILVER JEWELLERY,SS PENDANTS,STRATFORD,WH-BOX4A=303,TT,2383-TT-PN
SS-PN-Ct-SI,,925,6.333,36,1,E:\MASTERS\2383.JPG,CITRINE PENDANT,,,SILVER JEWELLERY,SS PENDANTS,STRATFORD,WH-NONUMBER=43,TT,2383-TT-PN
SS-PN-Ct-SI,,926,2.054,14,1,E:\MASTERS\2387.JPG,CITRINE PENDANT,,,SILVER JEWELLERY,SS PENDANTS,STRATFORD,WH-NONUMBER=43,TT,2387-TT-PN
SS-PN-Ct-SI,,927,3.526,21,1,E:\MASTERS\2391.JPG,CITRINE PENDANT,,,SILVER JEWELLERY,SS PENDANTS,STRATFORD,WH-BOX4A=303,TT,2391-TT-PN
SS-PN-Ct-SI,,928,3.526,21,1,E:\MASTERS\2391.JPG,CITRINE PENDANT,,,SILVER JEWELLERY,SS PENDANTS,STRATFORD,WH-NONUMBER=43,TT,2391-TT-PN
SS-CH NK-Ct-SI-21i,,929,15.302,117,1,E:\MASTERS\2494.JPG,CITRINE STONE CHAIN NK,,,SILVER JEWELLERY,SS NECKLACES,KENT,BILLY2=23,TT,2494-TT-NK
SS-THR BR-Ct-GP,,930,4.117,28,6,E:\MASTERS\2641.JPG,CITRINE DORI BRACELET,,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX4A=303,TT,2641-TT-BR
SS-1LN CH NK-Ct-GP-19.5i,,931,4.117,38,2,E:\MASTERS\4524.JPG,CITRINE ONE LINE STONE CHAIN,NK,,SILVER JEWELLERY,SS NECKLACES,STRATFORD,WH-BOX4A=303,TT,4524-TT-NK
SS-SI STD ST DP ER-Ct-SI,,932,4.92,32,1,E:\MASTERS\3891.JPG,CITRINE SILVER STUD STONE, DROP ER,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKW=45,TT,3891-TT-ER
SS-SI STD ST DP ER-Ct-SI,,933,4.92,32,3,E:\MASTERS\3891.JPG,CITRINE SILVER STUD STONE, DROP ER,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX7=397,TT,3891-TT-ER
SS-HK ST DP ER-Ct-SI,,934,4.1,27,1,E:\MASTERS\3923.JPG,CITRINE HOOK STONE DROP ER,,,SILVER JEWELLERY,SS EARRINGS,KENT,DTF1-TRAY1=28,TT,3923-TT-ER
SS-HK ST DP ER-Ct-SI,,935,4.1,27,2,E:\MASTERS\3923.JPG,CITRINE HOOK STONE DROP ER,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX7=397,TT,3923-TT-ER
"SS-STD ER-Ct,3 Gn-GP",,936,15.19,0,1,E:\MASTERS\1974.JPG,SMALL CITRINE W 3 GARNET,STUD ER,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-NONUMBER=43,DJ,1974-DJ-ER
"SS-HK ER-Ct,Am-SI",,937,7.651,41,1,E:\MASTERS\2283.JPG,CITRINE/ AMETH HOOK ERS,OOKS,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKBL=45,TT,2283-TT-ER
"SS-HK ER-Ct,Am-SI",,938,7.651,41,1,E:\MASTERS\2283.JPG,CITRINE/ AMETH HOOK ERS,OOKS,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4A=303,TT,2283-TT-ER
"SS-1LN CH NK-Ct,Am,GA-GP-39.5i",,939,27.618,135,1,E:\MASTERS\2776.JPG,CIT/AM/GR AM ONE LINE CHAIN NK,,,SILVER JEWELLERY,SS NECKLACES,KENT,BESTA=39,TT,2776-TT-NK
"SS-1LN CH NK-Ct,Am,GA-GP-39.5i",,940,27.618,135,3,E:\MASTERS\2776.JPG,CIT/AM/GR AM ONE LINE CHAIN NK,,,SILVER JEWELLERY,SS NECKLACES,STRATFORD,WH-BOX4A=303,TT,2776-TT-NK
"AL-SQ STD ER-Ct,Cz-GP",,941,24.858,125,2,E:\MASTERS\3213.JPG,CITRINE/CZ SQUARE STUD ER,,,ALLOY JEWELLERY,ALLOY EARRINGS,STRATFORD,WH-BOX5=87,SH,3213-SH-ER
"AL-SUN ER-Ct,WP-GP",,942,49.708,160,1,E:\MASTERS\3296.JPG,CITRINE/ PEARL SUN ER,,,ALLOY JEWELLERY,ALLOY EARRINGS,STRATFORD,WH-BOX5=87,SH,3296-SH-ER
SS-S ER-Cz-RG-8mm,,943,7.183,40,1,E:\MASTERS\177.JPG,CZ S-SHAPE EARRINGS,,,SILVER JEWELLERY,SS EARRINGS,KENT,AC.FRAME1=62,HP,177-HP-ER
SS-S ER-Cz-RG-8mm,,944,7.183,40,1,E:\MASTERS\177.JPG,CZ S-SHAPE EARRINGS,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKB3=50,HP,177-HP-ER
SS-S ER-Cz-RG-8mm,,945,7.183,40,1,E:\MASTERS\177.JPG,CZ S-SHAPE EARRINGS,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR-BRAK-45,HP,177-HP-ER
SS-S ER-Cz-SI-8mm,,946,6.514,37,1,E:\MASTERS\177.JPG,CZ S-SHAPE EARRINGS,,,SILVER JEWELLERY,SS EARRINGS,KENT,AC.FRAME1=62,HP,177-HP-ER
SS-S ER-Cz-SI-8mm,,947,6.514,37,1,E:\MASTERS\177.JPG,CZ S-SHAPE EARRINGS,,,SILVER JEWELLERY,SS EARRINGS,KENT,SLIM1=92,HP,177-HP-ER
SS-S ER-Cz-SI-8mm,,948,6.514,37,1,E:\MASTERS\177.JPG,CZ S-SHAPE EARRINGS,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR-BRAK-45,HP,177-HP-ER
SS-S ER-Cz-SI-8mm,,949,6.514,37,7,E:\MASTERS\177.JPG,CZ S-SHAPE EARRINGS,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX1=261,HP,177-HP-ER
SS-GROOVE HPS-Cz-RG-2.5mm,,950,9.782,48,1,E:\MASTERS\49.JPG,CZ GROOVE HOOPS,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKB3=50,HP,49-HP-ER
SS-GROOVE HPS-Cz-RG-2.5mm,,951,9.782,48,1,E:\MASTERS\49.JPG,CZ GROOVE HOOPS,,,SILVER JEWELLERY,SS EARRINGS,KENT,SLIM1=92,HP,49-HP-ER
SS-GROOVE HPS-Cz-RG-2.5mm,,952,9.782,48,1,E:\MASTERS\49.JPG,CZ GROOVE HOOPS,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR-BRAK-45,HP,49-HP-ER
SS-GROOVE HPS-Cz-RG-2.5mm,,953,9.782,48,1,E:\MASTERS\49.JPG,CZ GROOVE HOOPS,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX1=261,HP,49-HP-ER
SS-GROOVE HPS-Cz-SI-2.5mm,,954,9.038,45,1,E:\MASTERS\49.JPG,CZ GROOVE HOOPS,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKB3=50,HP,49-HP-ER
SS-GROOVE HPS-Cz-SI-2.5mm,,955,9.038,45,1,E:\MASTERS\49.JPG,CZ GROOVE HOOPS,,,SILVER JEWELLERY,SS EARRINGS,KENT,SLIM1=92,HP,49-HP-ER
SS-GROOVE HPS-Cz-SI-2.5mm,,956,9.038,45,1,E:\MASTERS\49.JPG,CZ GROOVE HOOPS,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR-BRAK-45,HP,49-HP-ER
